Type,TurnID,Category,Timestamp,Message 
Log,3,BlueprintUserMessages,17030174.541828,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.542348,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552120,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552141,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552206,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552239,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552283,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.552522,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564192,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564223,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564305,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564321,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564378,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.564590,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.574821,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.574848,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.574919,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.574938,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.575024,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.575347,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586099,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586177,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586236,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586303,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586388,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.586770,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.597914,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.597936,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.597978,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.598030,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.598065,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.598220,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608018,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608059,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608107,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608156,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608194,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.608378,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618353,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618392,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618436,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618476,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618561,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.618875,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628588,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628624,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628662,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628705,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628747,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.628923,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639062,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639084,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639102,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639189,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639209,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.639470,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.649933,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.649992,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.650082,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.650169,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.650192,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.650423,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.661589,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.661670,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.661775,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.661808,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.661822,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.662136,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.672865,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.672888,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.672944,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.672964,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.673029,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.673185,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683378,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683436,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683454,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683502,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683588,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.683868,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.693796,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.693819,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.693884,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.693923,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.693957,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.694131,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703434,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703512,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703621,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703642,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703654,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.703899,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714284,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714302,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714354,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714395,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714458,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.714619,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.724884,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.724902,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.724964,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.725022,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.725041,[ABP_TBS_Mannequin_Base_C_0] false
Warning,3,Temp,17030174.725115,[Client] Input_Move_Triggered fired
Warning,3,Temp,17030174.725134,"[Client] Input_Move_Triggered: bWaitingReplicated=0, bGateOpenClient=0, bSentThisInputWindow=0, WindowId=4"
Warning,3,Temp,17030174.725149,"[Client] ❁EInput BLOCKED by gate check: WaitingForPlayerInput=0, Gate=0"
Log,3,BlueprintUserMessages,17030174.725423,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735289,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735310,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735367,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735390,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735442,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.735715,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745566,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745587,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745636,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745688,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745711,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.745998,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755285,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755303,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755357,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755395,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755540,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.755784,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.765987,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.766006,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.766056,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.766095,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.766150,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.766351,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775149,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775179,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775199,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775256,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775273,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.775728,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785384,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785408,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785473,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785493,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785540,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.785730,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.795586,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.795606,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.795649,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.795691,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.795735,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.796028,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806649,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806674,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806728,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806748,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806799,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.806951,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.815890,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.815910,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.815993,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.816048,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.816579,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.816611,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827097,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827115,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827163,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827202,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827268,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.827425,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837457,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837475,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837514,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837556,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837594,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.837741,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.847455,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.847536,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.847712,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.847765,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.847835,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.848443,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.858959,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.858979,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.859028,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.859066,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.859108,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.859408,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869295,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869315,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869366,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869407,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869477,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.869720,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879099,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879127,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879183,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879208,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879254,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.879567,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889605,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889628,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889672,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889718,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889765,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.889941,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899639,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899675,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899719,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899766,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899810,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030174.899969,[ABP_TBS_Mannequin_Base_C_0] false
Error,3,AttackAbility,17030174.900209,[GA_MeleeAttack] ===== OnMontageCompleted CALLED ===== Actor=BP_EnemyUnitBase_C_0
Error,3,AttackAbility,17030174.900223,[GA_MeleeAttack] BP_EnemyUnitBase_C_0: Attacking stored target: BP_PlayerUnit_C_0
Warning,3,AttackAbility,17030174.900243,[GA_MeleeAttack] ==== DAMAGE DIAGNOSTIC START ====
Warning,3,AttackAbility,17030174.900256,"[GA_MeleeAttack] Attacker=BP_EnemyUnitBase_C_0, Target=BP_PlayerUnit_C_0, Damage=28.00"
Warning,3,AttackAbility,17030174.900268,"[GA_MeleeAttack] AttackerTeam=2, TargetTeam=0 (SameTeam=NO - OK)"
Warning,3,AttackAbility,17030174.900280,"[GA_MeleeAttack] Attacker=(57,25), Target=(56,25), ChebyshevDistance=1, RangeInTiles=1 (InRange=YES)"
Warning,3,AttackAbility,17030174.900291,[GA_MeleeAttack] TargetTags=
Warning,3,AttackAbility,17030174.900301,[GA_MeleeAttack] ==== DAMAGE DIAGNOSTIC END ====
Warning,3,AttackAbility,17030174.900313,[GA_MeleeAttack] Set attacker CombatSet.BaseDamage = 28.00 (was 20.00)
Warning,3,AttackAbility,17030174.900328,[GA_MeleeAttack] Applying GameplayEffect: GE_Damage_Basic_Instant_C (LyraDamageExecution will capture BaseDamage=28.00)
Warning,3,Temp,17030174.900339,[DMG] Src=BP_EnemyUnitBase_C_0  Tgt=BP_PlayerUnit_C_0
Warning,3,Temp,17030174.900349,[DMG] BaseDamage=43.00  DistAtten=1.00  PhysMatAtten=1.00  Mult=1.00
Warning,3,Temp,17030174.900357,[DMG] => DamageDone=43.00
Warning,3,Temp,17030174.900367,[DMG] Applied modifier to target (HealthSet.Damage += 43.00)
Log,3,AttackAbility,17030175.000790,"[GA_MeleeAttack] GameplayEffect applied (Instant effect, handle is invalid but this is normal)"
Error,3,AttackAbility,17030175.000813,"[GA_MeleeAttack] BP_EnemyUnitBase_C_0: Montage completed, calling OnAttackCompleted()"
Warning,3,TurnAction,17030175.000826,[GA_TurnActionBase] Defensive check: Attempting to get ASC after Super::EndAbility
Warning,3,TurnAction,17030175.000857,"[GA_TurnActionBase] Defensive check: ASC found, checking tags"
Warning,3,TurnAction,17030175.000872,"[GA_TurnActionBase] Defensive check: State_Ability_Executing=0, State_Action_InProgress=0"
Log,3,AttackPhase,17030175.000886,[Turn 3] Ability completed at index 0
Log,3,AttackPhase,17030175.000898,[Turn 3] All 1 attacks completed
Log,3,TurnManager,17030175.000910,[Turn 3] AttackExecutor complete - attack phase finished
Warning,3,TurnManager,17030175.000923,"[Turn 3] Sequential attack phase complete, dispatching move-only phase"
Log,3,TurnManager,17030175.000938,"[Turn 3] Dispatching 4 cached enemy actions sequentially (Moves=4, Waits=0, NonMove=1)"
Log,3,UnitBase,17030175.000951,[MoveUnit] BP_EnemyUnitBase_C_2: Delegating to MovementComponent (PathNum=1)
Log,3,UnitMovement,17030175.000963,[UnitMovementComponent] Movement started with 1 waypoints
Log,3,MoveReservation,17030175.000979,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_2, TurnId=3, ActionId=96FC07404DA719DA62F0BAA0B6FF9AAD"
Log,3,UnitBase,17030175.000991,[MoveUnit] BP_EnemyUnitBase_C_1: Delegating to MovementComponent (PathNum=1)
Log,3,UnitMovement,17030175.001004,[UnitMovementComponent] Movement started with 1 waypoints
Log,3,MoveReservation,17030175.001017,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_1, TurnId=3, ActionId=507D137D4E626D197FCE81870654B1B0"
Log,3,UnitBase,17030175.001027,[MoveUnit] BP_EnemyUnitBase_C_3: Delegating to MovementComponent (PathNum=1)
Log,3,UnitMovement,17030175.001038,[UnitMovementComponent] Movement started with 1 waypoints
Log,3,MoveReservation,17030175.001051,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_3, TurnId=3, ActionId=E70A041643C062C260CB1280566380C6"
Log,3,UnitBase,17030175.001063,[MoveUnit] BP_EnemyUnitBase_C_4: Delegating to MovementComponent (PathNum=1)
Log,3,UnitMovement,17030175.001075,[UnitMovementComponent] Movement started with 1 waypoints
Log,3,MoveReservation,17030175.001087,"[DispatchResolvedMove] Registered enemy move: Actor=BP_EnemyUnitBase_C_4, TurnId=3, ActionId=C968E1984D99C0F5C7E41C88BA9038DA"
Log,3,AttackAbility,17030175.001100,"[GA_AttackBase] EndAbility: Completed attack in Barrier (TurnId=3, ActionId=4DBECC8B4490DB0198F59ABEDF874EE6, Actor=BP_EnemyUnitBase_C_0)"
Error,3,AttackAbility,17030175.001112,[GA_MeleeAttack] BP_EnemyUnitBase_C_0: OnAttackCompleted RETURNED
Log,3,Niagara,17030175.033540,Compiling System NiagaraSystem /Game/Effects/Particles/Impacts/NS_ImactSparksCharacter.NS_ImactSparksCharacter took 0.132276 sec (time since issued).
Log,3,Niagara,17030175.036469,Compiling System NiagaraSystem /Game/Effects/Camera/Damage/NS_Screen_DamageDirection.NS_Screen_DamageDirection took 0.066729 sec (time since issued).
Log,3,BlueprintUserMessages,17030175.036869,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.036931,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.036974,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.037016,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.037055,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,Temp,17030175.037153,[PlayerController] Input_Move_Canceled
Log,3,BlueprintUserMessages,17030175.037265,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.057766,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.057814,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.057944,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.057992,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.058060,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.058647,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073443,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073458,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073494,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073571,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073616,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.073795,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,GridOccupancy,17030175.075288,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_4 -> (57,27)"
Log,3,MoveReservation,17030175.075306,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_4 TurnId=3
Log,3,UnitMovement,17030175.075318,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Warning,3,UnitMovement,17030175.075806,"[UnitMovementComponent] UpdateActorCell FAILED (Retry=1/5) for BP_EnemyUnitBase_C_2 at (59,27) - scheduling retry"
Log,3,BlueprintUserMessages,17030175.084111,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.084128,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.084200,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.084218,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.084255,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.084710,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.096373,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.096390,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.096422,[ABP_TBS_Mannequin_Base_C_0] false
