Type,TurnID,Category,Timestamp,Message 
Log,3,BlueprintUserMessages,17030175.096478,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.096597,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.096972,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.108898,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.108918,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.108960,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.109019,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.109035,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.109247,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.119502,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.119521,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.119587,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.119602,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.119655,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.120063,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,GridOccupancy,17030175.121039,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_3 -> (57,24)"
Log,3,MoveReservation,17030175.121055,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_3 TurnId=3
Log,3,UnitMovement,17030175.121067,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,3,GridOccupancy,17030175.121296,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_1 -> (58,28)"
Log,3,MoveReservation,17030175.121323,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_1 TurnId=3
Log,3,UnitMovement,17030175.121352,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,3,BlueprintUserMessages,17030175.130628,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.130647,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.130711,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.130731,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.130784,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.130951,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.140783,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.140880,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.140900,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.140914,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.140964,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.141146,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153394,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153417,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153455,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153492,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153536,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.153744,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.165506,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.165526,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.165604,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.165625,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.165681,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,Temp,17030175.165755,"[PlayerController] TurnFacing direction cached: (-1.00, -0.00)"
Warning,3,Temp,17030175.165775,[Client] Input_Move_Triggered fired
Warning,3,Temp,17030175.165797,"[Client] Input_Move_Triggered: bWaitingReplicated=0, bGateOpenClient=0, bSentThisInputWindow=0, WindowId=4"
Warning,3,Temp,17030175.165828,"[Client] ❁EInput BLOCKED by gate check: WaitingForPlayerInput=0, Gate=0"
Log,3,BlueprintUserMessages,17030175.165914,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.177990,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.178020,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.178071,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.178088,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.178141,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.178419,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,GridOccupancy,17030175.179343,"[GridOccupancy] COMMIT: BP_EnemyUnitBase_C_2 -> (59,27)"
Warning,3,TurnBarrier,17030175.179363,[Barrier] Turn 3: ALL ACTIONS COMPLETED (Remaining=0) -> Scheduling OnAllMovesFinished (NextTick)
Log,3,MoveReservation,17030175.179383,[HandleManualMoveFinished] Completed barrier for BP_EnemyUnitBase_C_2 TurnId=3
Log,3,UnitMovement,17030175.179396,[UnitMovementComponent] Movement finished and snapped. (RetryCount=0)
Log,3,BlueprintUserMessages,17030175.191926,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.191953,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.192008,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.192109,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.192133,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,BlueprintUserMessages,17030175.192405,[ABP_TBS_Mannequin_Base_C_0] false
Log,3,TurnBarrier,17030175.193383,[Barrier] Broadcasting OnAllMovesFinished for Turn 3
Log,4,TurnManager,17030175.193402,[Turn 3] Barrier complete - all move actions finished (EnemyPhaseInProgress=1)
Log,4,TurnManager,17030175.193417,[Turn 3] Enemy phase complete. Ending turn.
Log,4,Temp,17030175.193429,[PlayerInputProcessor] Gate CLOSED (tags removed)
Log,4,TurnManager,17030175.193441,[Turn 3] Sequential mode flags cleared
Warning,4,TurnManager,17030175.193453,[Turn 3] ==== EndEnemyTurn ====
Log,4,TurnAdvanceGuard,17030175.193466,"[CanAdvanceTurn] OK: Turn=3 (Barrier=Quiet, InProgress=0)"
Log,4,TurnManager,17030175.193478,[AdvanceTurnAndRestart] Current Turn: 3
Log,4,TurnAdvanceGuard,17030175.193496,"[CanAdvanceTurn] OK: Turn=3 (Barrier=Quiet, InProgress=0)"
Log,4,TurnCore,17030175.193509,[TurnCore] CleanupPhase: Complete
Log,4,TurnManager,17030175.193519,[AdvanceTurnAndRestart] CoreCleanupPhase completed
Log,4,TurnFlow,17030175.193530,[TurnFlowCoordinator] Turn ended: TurnId=3
Log,4,TurnFlow,17030175.193546,"[TurnFlowCoordinator] Turn advanced: TurnId=4, TurnIndex=4"
Log,4,TurnManager,17030175.193558,[AdvanceTurnAndRestart] Turn advanced: 3 -> 4 (bEndTurnPosted reset)
Log,4,TurnManager,17030175.193568,[AdvanceTurnAndRestart] Barrier::BeginTurn(4) called
Log,4,TurnManager,17030175.193579,[AdvanceTurnAndRestart] OnTurnStarted broadcasted for turn 4
Warning,4,TurnInit,17030175.193590,[Turn 4] ==== OnTurnStarted (Subsystem) START ====
Log,4,TurnInit,17030175.193602,[Turn 4] ClearResidualInProgressTags called
Log,4,EnemyAI,17030175.193613,[CollectAllEnemies] ==== START ====
Log,4,EnemyAI,17030175.193624,[CollectAllEnemies] GetAllActorsOfClass found 6 Pawns
Log,4,EnemyAI,17030175.193636,"[CollectAllEnemies] Added[0]: BP_EnemyUnitBase_C_0 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17030175.193649,"[CollectAllEnemies] Added[1]: BP_EnemyUnitBase_C_1 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17030175.193661,"[CollectAllEnemies] Added[2]: BP_EnemyUnitBase_C_2 (TeamId=2, GTag=1, ByTeam=1, ActorTag=1)"
Log,4,EnemyAI,17030175.193673,[CollectAllEnemies] ==== RESULT ==== found=6  collected=5  byGTag=5  byTeam=5  byActorTag=5
Log,4,TurnInit,17030175.193682,[Turn 4] Enemy roster updated: 5 -> 5
Warning,4,TurnInit,17030175.193693,[Turn 4] ==== TurnInitialization START ====
Log,4,TurnInit,17030175.193703,[Turn 4] PurgeOutdatedReservations called at turn start (before player input)
Log,4,TurnInit,17030175.193713,[Turn 4] GridOccupancy initialized with 6 units
Log,4,TurnInit,17030175.193724,[Turn 4] Skipped initial DistanceField update (will be updated in ExecuteEnemyPhase)
Log,4,TurnInit,17030175.193736,[Turn 4] Skipped preliminary intent generation (will be generated in ExecuteEnemyPhase)
Warning,4,TurnInit,17030175.193747,[Turn 4] ==== TurnInitialization END ====
Warning,4,TurnInit,17030175.193758,[Turn 4] ==== OnTurnStarted (Subsystem) END ====
Log,4,TurnFlow,17030175.193767,"[TFC] OpenNewInputWindow: TurnId=4, WindowId=5"
Log,4,Temp,17030175.193778,[PlayerInputProcessor] Gate OPENED (tags added)
Log,4,Temp,17030175.193786,"[PIP] OpenInputWindow: TurnId=4, WindowId=5"
Log,4,TurnManager,17030175.193795,[TurnCommandHandler] Input window opened: WindowId=5
Warning,4,TurnManager,17030175.193805,[Client] OnRep_WaitingForPlayerInput: 1
Log,4,Temp,17030175.193814,[PlayerInputProcessor] Gate OPENED (tags added)
Log,4,TurnManager,17030175.193824,[Turn 4] Client: Gate OPENED after replication (WindowId=5)
Warning,4,Temp,17030175.193833,"[Client] OnRep: Window OPEN, gate reset"
Log,4,TurnManager,17030175.193845,[Turn 4] OnTurnStartedHandler: Player input window opened
Log,4,BlueprintUserMessages,17030175.205448,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.205500,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.205547,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.205612,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.205733,[ABP_TBS_Mannequin_Base_C_0] false
Warning,4,Temp,17030175.205859,"[Client_Tick] Input window change detected (Prev=4, Now=5) -> latch reset (WinId=5)"
Log,4,BlueprintUserMessages,17030175.206099,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219101,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219168,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219216,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219259,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219305,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.219568,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.230407,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.230423,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.230494,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.230516,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.230559,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.231078,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245660,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245684,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245716,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245756,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245799,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.245991,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257500,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257528,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257548,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257642,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257670,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.257878,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269299,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269321,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269388,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269410,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269479,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.269653,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281212,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281239,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281277,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281333,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281396,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.281666,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293400,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293420,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293471,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293513,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293565,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.293901,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304168,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304251,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304279,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304293,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304363,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.304675,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315163,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315186,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315228,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315285,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315310,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.315529,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.326767,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.326785,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.326840,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.326884,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.326926,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.327244,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338185,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338205,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338255,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338293,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338334,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.338546,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.348840,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.348864,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.348919,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.348975,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.349027,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.349359,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359435,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359452,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359499,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359548,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359583,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.359870,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369044,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369063,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369106,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369144,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369222,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.369655,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379240,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379424,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379460,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379552,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379630,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.379972,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390173,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390240,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390288,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390317,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390334,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.390676,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.402823,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.402841,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.402889,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.402925,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.402978,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.403154,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.412893,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.412913,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.412960,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.413032,[ABP_TBS_Mannequin_Base_C_0] false
Log,4,BlueprintUserMessages,17030175.413053,[ABP_TBS_Mannequin_Base_C_0] false
Warning,4,Temp,17030175.413119,[Client] Input_Move_Triggered fired
Warning,4,Temp,17030175.413137,"[Client] Input_Move_Triggered: bWaitingReplicated=1, bGateOpenClient=1, bSentThisInputWindow=0, WindowId=5"
Warning,4,Temp,17030175.413153,"[Client] ✁EInput PASSED all guards, preparing to send command"
Log,4,Temp,17030175.413162,[Client] Command created: TurnId=4 (from TurnManager) WindowId=5
Warning,4,Temp,17030175.413176,"[Client] 📤 Latch SET (before RPC): bSentThisInputWindow=TRUE, WindowId=5"
Warning,4,Temp,17030175.413188,[Server] ☁ESubmitCommand RPC RECEIVED
Warning,4,Temp,17030175.413201,"[Server] Client sent WindowId=5, TurnId=4, Tag=InputTag.Move, Dir=(-1.0, 0.0)"
Log,4,Temp,17030175.413213,[Server] WindowId validated: 5
Log,4,TurnManager,17030175.413226,"[TurnCommandHandler] Command validated: Tag=InputTag.Move, TurnId=4, WindowId=5"
Log,4,TurnManager,17030175.413240,"[TurnCommandHandler] Command received and validated: TurnId=4, Tag=InputTag.Move, TargetCell=(55,25)"
Log,4,TurnManager,17030175.413252,"[TurnCommandHandler] Command marked as accepted: TurnId=4, Tag=InputTag.Move"
Log,4,Temp,17030175.413275,[Client] COMMAND ACCEPTED ACK (WindowId=5) -> Latches confirmed
Log,4,Temp,17030175.413288,[Client]   bSentThisInputWindow: false -> true
Log,4,Temp,17030175.413300,[Client]   LastProcessedWindowId: -1 -> 5
Log,4,MoveAbility,17030175.413315,"[GA_MoveBase] ABILITY ACTIVATED: Actor=BP_PlayerUnit_C_0, Team=0"
Log,4,MoveAbility,17030175.413328,[GA_MoveBase] Registered with Barrier: Turn=4 ActionId=915213094CEE483CF865CCBE08BD3CF9 Registered=1
Log,4,MoveAbility,17030175.413340,[GA_MoveBase] TurnId retrieved from TurnManager: 4 (Actor=BP_PlayerUnit_C_0)
Warning,4,MoveAbility,17030175.413354,[GA_MoveBase] BP_PlayerUnit_C_0: Added Event_Dungeon_Step tag (Activate/ResolvedCell)
Warning,4,MoveAbility,17030175.413365,[GA_MoveBase] BP_PlayerUnit_C_0: Sent GameplayEvent Event_Dungeon_Step START (ResolvedCell)
